date,value
2025-03-25,33.079381567666
2025-03-26,32.290802550187
2025-03-27,32.074746179658
2025-03-28,31.087339555261
2025-03-31,29.848229315539
2025-04-01,30.175586739631
2025-04-02,30.386100291426
2025-04-03,28.627253664652
2025-04-04,26.995115700568
2025-04-07,27.120899044043
2025-04-08,26.583535170647
2025-04-09,29.955400671722
2025-04-10,28.659839744101
2025-04-11,29.275355440233
2025-04-14,29.417363909745
2025-04-15,29.364540907429
2025-04-16,28.410727068936
2025-04-17,28.278435669413
2025-04-21,27.519629887712
2025-04-22,28.276834649485
2025-04-23,29.042469928485
2025-04-24,29.863668521168
2025-04-25,30.309502221113
2025-04-28,30.094431534717
2025-04-29,30.228206006342
2025-04-30,30.185430603632
2025-05-01,30.719535115973
2025-05-02,31.160682229531
2025-05-05,30.820215947228
2025-05-06,30.573705381242
2025-05-07,30.464031400474
2025-05-08,30.806567255341
2025-05-09,30.795090049618
2025-05-12,32.172657771386
2025-05-13,32.700120150322
2025-05-14,33.061804246811
2025-05-15,32.95255666362
2025-05-16,33.085404312101
2025-05-19,33.091823499314
2025-05-20,32.912487229229
2025-05-21,32.602801843343
2025-05-22,32.717654662193
2025-05-23,32.351285394234
2025-05-27,33.152747884326
2025-05-28,33.024267040138
2025-05-29,33.087320628958
2025-05-30,32.962299816469
2025-06-02,33.15683565854
2025-06-03,33.339963077676
2025-06-04,33.482549553187
2025-06-05,33.203336322146
2025-06-06,33.646964269757
2025-06-09,33.792844093592
2025-06-10,34.052310748792
2025-06-11,33.867070021963
2025-06-12,33.929973492912
2025-06-13,33.514673619614
2025-06-16,34.084267149097
2025-06-17,33.769513113668
2025-06-18,33.751536829509
2025-06-20,33.445399077652
2025-06-23,33.764064841071
2025-06-24,34.214784902959
2025-06-25,34.440715453818
2025-06-26,34.765013764423
2025-06-27,35.028042271928
2025-06-30,33.254192703861
2025-07-01,32.895154616563
2025-07-02,33.216996768751
2025-07-03,33.526572866168
2025-07-07,33.206358155275
2025-07-08,33.181698945966
2025-07-09,33.505119541158
2025-07-10,33.510308864683
2025-07-11,33.521624464219
2025-07-14,33.61042502015
2025-07-15,33.75445963922
2025-07-16,33.793853300781
2025-07-17,33.978614531966
2025-07-18,34.037045847312
2025-07-21,34.289261901548
2025-07-22,34.06767713008
2025-07-23,34.2081992481
2025-07-24,34.336288999755
2025-07-25,34.434389817609
2025-07-28,34.237729219632
2025-07-29,34.189136599626
2025-07-30,34.232604969356
2025-07-31,34.252233594918
2025-08-01,33.47788315841
2025-08-04,33.895613189278
2025-08-05,33.651824138624
2025-08-06,34.149180646641
2025-08-07,34.25286339409
2025-08-08,34.716070917664
2025-08-11,34.621420782894
2025-08-12,35.073312602088
2025-08-13,34.987280059869
2025-08-14,35.038658962975
2025-08-15,34.919373864045
2025-08-18,34.875140231597
2025-08-19,34.403548648665
2025-08-20,34.143571778152
2025-08-21,33.963720374375
2025-08-22,34.599293100733
2025-08-25,34.527031245621
2025-08-26,34.66680289313
2025-08-27,34.690672693379
2025-08-28,34.826946780635
2025-08-29,34.403534624798
2025-09-02,34.126424298648
2025-09-03,34.781483471121
2025-09-04,35.111918569995
2025-09-05,35.129903853042
2025-09-08,35.252180913904
2025-09-09,35.460993372901
2025-09-10,35.514877404295
2025-09-11,35.693756791556
2025-09-12,35.913982367746
2025-09-15,36.457000741277
2025-09-16,36.422423147633
2025-09-17,36.25160877039
2025-09-18,36.598430101572
2025-09-19,36.946980540846
2025-09-22,37.150425639372
2025-09-23,36.768412377053
2025-09-24,36.625507352138
2025-09-25,36.4929630999
2025-09-26,36.652305586128
2025-09-29,35.737970392154
2025-09-30,35.306581716519
2025-10-01,35.495415059243
2025-10-02,35.605888530628
2025-10-03,35.428483997378
2025-10-06,35.74086649684
2025-10-07,35.471462798275
2025-10-08,35.80159309635
