date,value
2021-03-26,15.51252223122
2021-03-29,15.59600657675
2021-03-30,15.753392830115
2021-03-31,14.425905514142
2021-04-01,14.572031180102
2021-04-02,14.687193518565
2021-04-06,14.642599906019
2021-04-07,14.562917799544
2021-04-08,14.596113084834
2021-04-09,14.389659158526
2021-04-12,14.206169992567
2021-04-13,14.185566667331
2021-04-14,14.287030219421
2021-04-15,14.199745760595
2021-04-16,14.263307398377
2021-04-19,14.567802803296
2021-04-20,14.544035005982
2021-04-21,14.564686481804
2021-04-22,14.534986651752
2021-04-23,14.651332323954
2021-04-26,14.505975135513
2021-04-27,14.537533564111
2021-04-28,14.626503692813
2021-04-29,14.753317738669
2021-04-30,14.623591894368
2021-05-06,14.49266371425
2021-05-07,14.34767533859
2021-05-10,14.380848309893
2021-05-11,14.439562332477
2021-05-12,14.525616853913
2021-05-13,14.377937950979
2021-05-14,14.676883905014
2021-05-17,14.87879435096
2021-05-18,14.903752344005
2021-05-19,14.853063877039
2021-05-20,14.874973179847
2021-05-21,14.760342901725
2021-05-24,14.827954286568
2021-05-25,15.260492225578
2021-05-26,15.264551835038
2021-05-27,15.315442444477
2021-05-28,15.303555098469
2021-05-31,15.329688808567
2021-06-01,15.354995866098
2021-06-02,15.235408536211
2021-06-03,15.152376324343
2021-06-04,15.225168579335
2021-06-07,15.21679062468
2021-06-08,15.114163214992
2021-06-09,15.162952390384
2021-06-10,15.294704623155
2021-06-11,15.223256850855
2021-06-15,15.088732572972
2021-06-16,14.869327667723
2021-06-17,14.931627772002
2021-06-18,14.940915504454
2021-06-21,14.904197357381
2021-06-22,15.018501208267
2021-06-23,15.093299340996
2021-06-24,15.113133041125
2021-06-25,15.339539825841
2021-06-28,15.346169161127
2021-06-29,15.200728962049
2021-06-30,14.233948941021
2021-07-01,14.235975551871
2021-07-02,13.881138219855
2021-07-05,13.918517237362
2021-07-06,13.903889444891
2021-07-07,14.028886412308
2021-07-08,13.893145115209
2021-07-09,13.840156371574
2021-07-12,13.960102010988
2021-07-13,13.988653341944
2021-07-14,13.817911719609
2021-07-15,13.960889872805
2021-07-16,13.811071259333
2021-07-19,13.832999656376
2021-07-20,13.797409307822
2021-07-21,13.892128073377
2021-07-22,13.96983263379
2021-07-23,13.845347979256
2021-07-26,13.482664282844
2021-07-27,13.088993568893
2021-07-28,13.106809439958
2021-07-29,13.30348202215
2021-07-30,13.201901207686
2021-08-02,13.499611140827
2021-08-03,13.436769392679
2021-08-04,13.550496205165
2021-08-05,13.483637377479
2021-08-06,13.425999738559
2021-08-09,13.548878963389
2021-08-10,13.727008851415
2021-08-11,13.710689440128
2021-08-12,13.626108405638
2021-08-13,13.555153970329
2021-08-16,13.533392685339
2021-08-17,13.278135037636
2021-08-18,13.45469419241
2021-08-19,13.369430234254
2021-08-20,13.232690557131
2021-08-23,13.396059603691
2021-08-24,13.524012154848
2021-08-25,13.569442066416
2021-08-26,13.35434191635
2021-08-27,13.450627048899
2021-08-30,13.412138931878
2021-08-31,13.452578907261
2021-09-01,13.593252580241
2021-09-02,13.633697705117
2021-09-03,13.584876743259
2021-09-06,13.804347793175
2021-09-07,13.972834220511
2021-09-08,13.946320392713
2021-09-09,13.996086252955
2021-09-10,14.079790628185
2021-09-13,14.091870853601
2021-09-14,13.913780463416
2021-09-15,13.807292286169
2021-09-16,13.625797053091
2021-09-17,13.693306296858
2021-09-22,13.659406497624
2021-09-23,13.696691573404
2021-09-24,13.649720437404
2021-09-27,13.693824094489
2021-09-28,13.750958649388
2021-09-29,13.593446305918
2021-09-30,13.581983219559
2021-10-08,13.721026125391
2021-10-11,13.733974858399
2021-10-12,13.593787226555
2021-10-13,13.692556791226
2021-10-14,13.648437384593
2021-10-15,13.743443357191
2021-10-18,13.667105777137
2021-10-19,13.770190380341
2021-10-20,13.723841400224
2021-10-21,13.787629608566
2021-10-22,13.816034385546
2021-10-25,13.903940334997
2021-10-26,13.847599660305
2021-10-27,13.710290948045
2021-10-28,13.577152691095
2021-10-29,13.684728371271
2021-11-01,13.650424318758
2021-11-02,13.528452013235
2021-11-03,13.46066731089
2021-11-04,13.566798252266
2021-11-05,13.470515025677
2021-11-08,13.506942399836
2021-11-09,13.511774463874
2021-11-10,13.405774053615
2021-11-11,13.587578538976
2021-11-12,13.54081949071
2021-11-15,13.491730577327
2021-11-16,13.475826352453
2021-11-17,13.507720131207
2021-11-18,13.436764113913
2021-11-19,13.58537641664
2021-11-22,13.690284361328
2021-11-23,13.678809281355
2021-11-24,13.688182582267
2021-11-25,13.634458000071
2021-11-26,13.533343204742
2021-11-29,13.529461862931
2021-11-30,13.504163462261
2021-12-01,13.545167252126
2021-12-02,13.59348107537
2021-12-03,13.717942496512
2021-12-06,13.672642478979
2021-12-07,13.711272591924
2021-12-08,13.878792152031
2021-12-09,14.048225543252
2021-12-10,14.013588190775
2021-12-13,14.085443505388
2021-12-14,13.97929660525
2021-12-15,13.890868479095
2021-12-16,13.977174096309
2021-12-17,13.796981607008
2021-12-20,13.631996867175
2021-12-21,13.734596667265
2021-12-22,13.732410472733
2021-12-23,13.844134159226
2021-12-24,13.763883241585
2021-12-27,13.738147583629
2021-12-28,13.811622569295
2021-12-29,13.6283113227
2021-12-30,13.707754255093
2021-12-31,13.643357985417
2022-01-04,13.605623147365
2022-01-05,13.427829618283
2022-01-06,13.324815184428
2022-01-07,13.35328074835
2022-01-10,13.404558281698
2022-01-11,13.289134691073
2022-01-12,13.396735972257
2022-01-13,13.228976689497
2022-01-14,13.087011200498
2022-01-17,13.160978112134
2022-01-18,13.317983612623
2022-01-19,13.246229778945
2022-01-20,13.351085825566
2022-01-21,13.23590521412
2022-01-24,13.261048258359
2022-01-25,12.977476903494
2022-01-26,13.099975640504
2022-01-27,12.899962617694
2022-01-28,12.740301035746
2022-02-07,12.98678674051
2022-02-08,13.020899186349
2022-02-09,13.165207877398
2022-02-10,13.162925699126
2022-02-11,13.117028878734
2022-02-14,12.955488690823
2022-02-15,13.020669944992
2022-02-16,13.077829305117
2022-02-17,13.095067133586
2022-02-18,13.167945176167
2022-02-21,13.129653010331
2022-02-22,12.992670683287
2022-02-23,13.086000780759
2022-02-24,12.85392992521
2022-02-25,12.918303266699
2022-02-28,12.955783086414
2022-03-01,13.056456089164
2022-03-02,12.983463092056
2022-03-03,12.958100544472
2022-03-04,12.824744348257
2022-03-07,12.495642313069
2022-03-08,12.257011660561
2022-03-09,12.148760630208
2022-03-10,12.284699216084
2022-03-11,12.321027816771
2022-03-14,11.987563972947
2022-03-15,11.46091872671
2022-03-16,11.888828579797
2022-03-17,12.058702870625
2022-03-18,12.164643401719
2022-03-21,12.144263667912
2022-03-22,12.188443558588
2022-03-23,12.225178838826
2022-03-24,12.188269928392
2022-03-25,12.015866108949
2022-03-28,12.023877507295
2022-03-29,12.004423275934
2022-03-30,12.25843822243
2022-03-31,11.991188534608
2022-04-01,12.140966645625
2022-04-06,12.121347260266
2022-04-07,11.987102558593
2022-04-08,12.072364176289
2022-04-11,11.768958066671
2022-04-12,11.960646927524
2022-04-13,11.897093925397
2022-04-14,12.013077562535
2022-04-15,11.969910626104
2022-04-18,11.886981376186
2022-04-19,11.861300037537
2022-04-20,11.698052249732
2022-04-21,11.419000916729
2022-04-22,11.526727198356
2022-04-25,11.037236167694
2022-04-26,10.942025708326
2022-04-27,11.199382167046
2022-04-28,11.297908398796
2022-04-29,11.534192532738
2022-05-05,11.51442861133
2022-05-06,11.252495244675
2022-05-09,11.199404332837
2022-05-10,11.265038767355
2022-05-11,11.372041524988
2022-05-12,11.327614750678
2022-05-13,11.437903702473
2022-05-16,11.386748368715
2022-05-17,11.503452465922
2022-05-18,11.472659567378
2022-05-19,11.471931324971
2022-05-20,11.669307808626
2022-05-23,11.633948775533
2022-05-24,11.418433968397
2022-05-25,11.515751116787
2022-05-26,11.558455176592
2022-05-27,11.609116011352
2022-05-30,11.67571651743
2022-05-31,11.811668324609
2022-06-01,11.772682285611
2022-06-02,11.776022552593
2022-06-06,11.945933531787
2022-06-07,11.982030385151
2022-06-08,12.108620259836
2022-06-09,12.038585519941
2022-06-10,12.206321394268
2022-06-13,12.057873450156
2022-06-14,12.194476369313
2022-06-15,12.309254345136
2022-06-16,12.183256966909
2022-06-17,12.307984702447
2022-06-20,12.284737070074
2022-06-21,12.295681184456
2022-06-22,12.140921889791
2022-06-23,12.333849433696
2022-06-24,12.433118736058
2022-06-27,12.558754225567
2022-06-28,12.666002557187
2022-06-29,12.500227828979
2022-06-30,12.284607429702
2022-07-01,12.243842965739
2022-07-04,12.314398471024
2022-07-05,12.311612588547
2022-07-06,12.130357166281
2022-07-07,12.165798127539
2022-07-08,12.126513320033
2022-07-11,11.968310729244
2022-07-12,11.859302070592
2022-07-13,11.862420283115
2022-07-14,11.822809096719
2022-07-15,11.611278536477
2022-07-18,11.76343225886
2022-07-19,11.729482678457
2022-07-20,11.777889434514
2022-07-21,11.642167534651
2022-07-22,11.658155241799
2022-07-25,11.6048063786
2022-07-26,11.681940005835
2022-07-27,11.619786993403
2022-07-28,11.630582285914
2022-07-29,11.503286584705
2022-08-01,11.546547683604
2022-08-02,11.349169466982
2022-08-03,11.250147483658
2022-08-04,11.350469809524
2022-08-05,11.474708349523
2022-08-08,11.459506957364
2022-08-09,11.488247235511
2022-08-10,11.386758400938
2022-08-11,11.599300949424
2022-08-12,11.652539933455
2022-08-15,11.624184290962
2022-08-16,11.592664033107
2022-08-17,11.687376796343
2022-08-18,11.596399366651
2022-08-19,11.567185332801
2022-08-22,11.687762033688
2022-08-23,11.662506884243
2022-08-24,11.503249445231
2022-08-25,11.648084778221
2022-08-26,11.606117490944
2022-08-29,11.582507295926
2022-08-30,11.558235770742
2022-08-31,11.555829809506
2022-09-01,11.473548656716
2022-09-02,11.439375841634
2022-09-05,11.467148768004
2022-09-06,11.558152047641
2022-09-07,11.563761590311
2022-09-08,11.531567632131
2022-09-09,11.670804249773
2022-09-13,11.706841631313
2022-09-14,11.604787712808
2022-09-15,11.531388272251
2022-09-16,11.278589625713
2022-09-19,11.288593253972
2022-09-20,11.28599831659
2022-09-21,11.241400261804
2022-09-22,11.188392132033
2022-09-23,11.199431178208
2022-09-26,11.082494487195
2022-09-27,11.218776398234
2022-09-28,11.085153030335
2022-09-29,11.076736894285
2022-09-30,10.827968808497
2022-10-10,10.665948460063
2022-10-11,10.678399281336
2022-10-12,10.80473991704
2022-10-13,10.709722086697
2022-10-14,10.887240330059
2022-10-17,10.897503574012
2022-10-18,10.867530367499
2022-10-19,10.727985215092
2022-10-20,10.698361294682
2022-10-21,10.681077372494
2022-10-24,10.428820551142
2022-10-25,10.407810310122
2022-10-26,10.437770175832
2022-10-27,10.384067945844
2022-10-28,10.186985453134
2022-10-31,10.072596218516
2022-11-01,10.356726011058
2022-11-02,10.455717785607
2022-11-03,10.382782136657
2022-11-04,10.67103060574
2022-11-07,10.696073293647
2022-11-08,10.643031279185
2022-11-09,10.555915990441
2022-11-10,10.502620662292
2022-11-11,10.755883464585
2022-11-14,10.746057029959
2022-11-15,10.898778137662
2022-11-16,10.831060494122
2022-11-17,10.787419917432
2022-11-18,10.743025554768
2022-11-21,10.668091540079
2022-11-22,10.743783002853
2022-11-23,10.774515267092
2022-11-24,10.723689367214
2022-11-25,10.830241950281
2022-11-28,10.725271338908
2022-11-29,11.002901957413
2022-11-30,11.043169987994
2022-12-01,11.106158993809
2022-12-02,11.033193062913
2022-12-05,11.295001646314
2022-12-06,11.337162247247
2022-12-07,11.26933336392
2022-12-08,11.262474072589
2022-12-09,11.336904241572
2022-12-12,11.212772656228
2022-12-13,11.219956565653
2022-12-14,11.235146316323
2022-12-15,11.198009484966
2022-12-16,11.226973766788
2022-12-19,11.033816459461
2022-12-20,10.88514053209
2022-12-21,10.895915569145
2022-12-22,10.914514516958
2022-12-23,10.900033452863
2022-12-26,10.930659600572
2022-12-27,11.056863519478
2022-12-28,11.026253954174
2022-12-29,10.960172691641
2022-12-30,11.009917465655
2023-01-03,10.98447594407
2023-01-04,11.017999659509
2023-01-05,11.173787658623
2023-01-06,11.186149205858
2023-01-09,11.255067678684
2023-01-10,11.24264419156
2023-01-11,11.25153617631
2023-01-12,11.279468376418
2023-01-13,11.424788143303
2023-01-16,11.538900147085
2023-01-17,11.511979041421
2023-01-18,11.521002087017
2023-01-19,11.567008691723
2023-01-20,11.664177959118
2023-01-30,11.670731391957
2023-01-31,11.578006595983
2023-02-01,11.688379128027
2023-02-02,11.66511706216
2023-02-03,11.576832341744
2023-02-06,11.465807373035
2023-02-07,11.484218526989
2023-02-08,11.435950813338
2023-02-09,11.575357470433
2023-02-10,11.523835111175
2023-02-13,11.61132534958
2023-02-14,11.627962389357
2023-02-15,11.578039451002
2023-02-16,11.525767116003
2023-02-17,11.395260207121
